namapemda,pulau,tahun,jenis,level1,level2,Level2a,level3,level3a,nilai,Gubernur,WakilGubernur
Provinsi Jawa Timur,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.29213E+11,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2.50395E+11,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.94154E+11,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2417708183,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2269438925,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,25002442773,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.33428E+12,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,4624714800,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Kalimantan Barat,Kalimantan,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,3.10748E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.65112E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,26106000000,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.18242E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2070577500,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,50996280295,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,68560225450,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.43397E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,5643554030,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1304292500,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.44076E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Timur,Kalimantan,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,4.49254E+11,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,4.15498E+11,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,3000000000,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,1.51072E+12,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,2.61802E+11,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,35222912972,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2.03553E+11,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.00723E+12,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,7.9417E+11,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,9237230770,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,6500000,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,5.02074E+11,ISRAN NOOR,HADI MULYADI
Provinsi Sulawesi Selatan,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,3.53126E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.39418E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,512. Belanja Bunga,513. Belanja Bunga,3769224030,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,1.31388E+12,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,1.25388E+12,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,7.8751E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.02746E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,3.63625E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,60000000000,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,60000000000,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.32344E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.65544E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,2.39418E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Tenggara,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,2.35931E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.77142E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,24290246985,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,836222500,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,27155012579,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,64796170748,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,75117688072,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,6731756800,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,20000000,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,2185117676,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,34418322869,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,770050050,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,17970000000,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Bali,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,3.6188E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.46171E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,3451800000,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,1.00661E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.39351E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,384483032,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,37007784090,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,45776184570,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,54307195700,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,6804344950,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,683255000,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.66865E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Nusa Tenggara Barat,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,3.28975E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.96814E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,4942481000,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,44287391286,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,278159678,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,70572316834,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,24490000000,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Timur,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,2.32793E+11,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Nusa Tenggara Timur,Bali & Nusra,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.23496E+11,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Nusa Tenggara Timur,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,33199081950,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Nusa Tenggara Timur,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,5559593000,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Nusa Tenggara Timur,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,45836737042,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Nusa Tenggara Timur,Bali & Nusra,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,75498153418,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Maluku,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.9988E+11,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.81298E+11,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,1987338100,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,100000000,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,40132706603,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,6421147000,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,24250370400,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,39171340030,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,76244376205,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,3371754600,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,28881355774,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,32512978172,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2427239232,MURAD ISMAIL,BARNABAS ORNO
Provinsi Papua,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,5.71476E+11,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,4.82551E+11,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,5.86323E+11,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,70490521830,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,73242042020,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,2.25171E+12,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Maluku Utara,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.2851E+11,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.54217E+11,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.30795E+11,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,5003919750,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,21823471360,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,24082558646,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,44005930190,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2047350990,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,7230177192,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,14662283105,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,343787500,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Sumatera Utara,Sumatera,2020,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,3.25713E+12,EDY RAHMAYADI,MUSA RAJEKSHAH
